cell_key,config,status,verdict,year,entry_days,gross_price_profit,lots_rt,maxdd,native_commission,native_report,native_report_sha256,net_costed_plan,net_native,score,summary,summary_sha256,trades
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c01,1,done,MEASURED,2022,211,33498.139999999985,550.1600000000001,11310.31,-2751.820000000005,D:\QM\reports\work_items\576cb45f-2132-50c4-b3d4-9fd92976e2e0\QM5_41405\20260911_074514\raw\run_01\report.htm,44cde23d3346f95921423742956ae8c0597edeebd36c9dc7b7b8d8436d2f5261,27995.52,30746.32,2.4752212804069917,D:\QM\reports\work_items\576cb45f-2132-50c4-b3d4-9fd92976e2e0\QM5_41405\20260911_074514\summary.json,20e56c66486f0e54369efa23a91866b8e396ca0b08014be0d6115813c060247a,211
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c01,1,done,MEASURED,2023,220,5019.690000000007,719.7600000000002,16954.67,-3600.0,D:\QM\reports\work_items\ab36e382-3b52-5557-a895-b62d2ff05790\QM5_41405\20260911_075016\raw\run_01\report.htm,250e719b8f9a3ec42627109aeab0a888ba6a4851abc9e332b9aa14e37a5e81fb,-2179.110000000001,1419.69,-0.12852565104481545,D:\QM\reports\work_items\ab36e382-3b52-5557-a895-b62d2ff05790\QM5_41405\20260911_075016\summary.json,1d7a56101cb1d3ccb5e2b963e2144ddc8aee87703bd34c5f1ce8078e910bd674,221
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c01,1,done,MEASURED,2024,212,-14883.869999999999,687.4699999999996,26542.08,-3438.4400000000005,D:\QM\reports\work_items\53f531e9-05ed-563d-9645-6b955dcb4811\QM5_41405\20260911_075336\raw\run_01\report.htm,f9a9d0a1680bab0847578db31c7b5f9a2bd4e4e92ab1d9337c42a3b80589427a,-21745.32,-18307.97,-0.8192771629050926,D:\QM\reports\work_items\53f531e9-05ed-563d-9645-6b955dcb4811\QM5_41405\20260911_075336\summary.json,75955fbd3de20c4554cf79ad20c7e3656b49ad3c2596cf6eb65562542bf794c2,214
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c01,1,done,MEASURED,2025,208,28126.600000000002,525.72,7006.89,-2629.6000000000013,D:\QM\reports\work_items\30e7b0fa-bc79-5ce7-afb1-26e9bfea34b3\QM5_41405\20260911_075635\raw\run_01\report.htm,344e45fa3923c6986e9b3aac942d2e5380a01ca8c2b48032c01b819fdfa8149f,22868.4,25497.0,3.2637018705873793,D:\QM\reports\work_items\30e7b0fa-bc79-5ce7-afb1-26e9bfea34b3\QM5_41405\20260911_075635\summary.json,dde6e1db32f8d2024eefae9a677ad7792c4cd11f7d28a19f02cfef3504108fe1,208
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c02,2,done,MEASURED,2019,93,-9208.590000000002,488.2400000000001,13476.09,-2441.680000000001,D:\QM\reports\work_items\a59db9ae-8991-5108-bc83-e96795a5c769\QM5_41405\20260911_075950\raw\run_01\report.htm,af36a6f161f831264341ac1605ce87176d3b1f462bb8f9adbe7ca2cd8a9ac8c4,-14091.470000000001,-11650.27,-1.0456645807500544,D:\QM\reports\work_items\a59db9ae-8991-5108-bc83-e96795a5c769\QM5_41405\20260911_075950\summary.json,9496155bb3c280c11fe79309bfaa32d89b4f88be3fd0bc80d13a56ca2d5e4dd8,95
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c02,2,done,MEASURED,2020,85,17219.48,413.2800000000001,5041.62,-2066.840000000002,D:\QM\reports\work_items\c2129116-f49f-5e0b-b45f-0304081b0d28\QM5_41405\20260911_080340\raw\run_01\report.htm,47fc512eb6792e425d1f0045d5550b22aa88e6699b1b7636832d488648399868,13086.239999999998,15152.64,2.5956418770157206,D:\QM\reports\work_items\c2129116-f49f-5e0b-b45f-0304081b0d28\QM5_41405\20260911_080340\summary.json,0546833cb61235e76d59a848e14c358f8716da3c0cc041cc8e97ecfd98e8c1b2,85
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c02,2,done,MEASURED,2021,78,17197.84,429.54999999999995,7163.99,-2148.1400000000017,D:\QM\reports\work_items\d74d4014-e9bc-5158-a5b8-19a768a404b4\QM5_41405\20260911_080646\raw\run_01\report.htm,47368c08e23e47250ee48d02101bc7d8270f538efe0e4e3be3e4dea17ebb93d8,12901.95,15049.7,1.8009447249368022,D:\QM\reports\work_items\d74d4014-e9bc-5158-a5b8-19a768a404b4\QM5_41405\20260911_080646\summary.json,77029880421889a149f78159978cef7e566312cc9136215f84a392fec64c12a8,78
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c02,2,done,MEASURED,2022,53,10980.269999999995,202.22,8902.33,-1011.3999999999997,D:\QM\reports\work_items\212f4cb2-af4e-5e76-a75e-d2da288e31c1\QM5_41405\20260911_080951\raw\run_01\report.htm,4158009bc0f66d365d8da3f4752daf6b0ac3da56f690456d116e0b0cccce7d8f,8957.77,9968.87,1.006227583115881,D:\QM\reports\work_items\212f4cb2-af4e-5e76-a75e-d2da288e31c1\QM5_41405\20260911_080951\summary.json,4f173119caa9ddb0feca3cfb908a6589c3f614b7df97f853fbab809e269cc36f,53
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c02,2,done,MEASURED,2023,85,10641.830000000002,353.11,10099.22,-1766.0200000000007,D:\QM\reports\work_items\f831c6e8-433a-5863-a589-37a768911870\QM5_41405\20260911_081356\raw\run_01\report.htm,f8682078cda921d7bc668df74c6f9dab1588195df084706c31baf943dbab1e0b,7110.259999999999,8875.81,0.7040405100591927,D:\QM\reports\work_items\f831c6e8-433a-5863-a589-37a768911870\QM5_41405\20260911_081356\summary.json,b8409a1414edd697bc58adb40c5424fe300bc376d28d5b9353a34729802e8841,85
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c02,2,done,MEASURED,2024,60,6131.470000000003,248.53000000000006,10069.59,-1242.9400000000005,D:\QM\reports\work_items\ea972b56-7ddf-5611-aabf-d5394b8ba118\QM5_41405\20260911_081718\raw\run_01\report.htm,62c4ebbbc8d0cfc9d9ec5152b40f70c2db4dbfed8e302508b37db91b86f1b03a,3645.879999999999,4888.53,0.36206836623934036,D:\QM\reports\work_items\ea972b56-7ddf-5611-aabf-d5394b8ba118\QM5_41405\20260911_081718\summary.json,da92b3df01ec3e0496c1678e97c49ec333e3bfa27486197418798c0a0013f25c,61
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c02,2,done,MEASURED,2025,62,20151.360000000004,198.2199999999999,4398.49,-991.3599999999997,D:\QM\reports\work_items\c9516ac0-6d3b-5d6a-a03b-2cbb0edca554\QM5_41405\20260911_082020\raw\run_01\report.htm,1ce864cc0961592b7345221d71831b10463c9a88ab57350db5f4d950b01098ac,18168.9,19160.0,4.130713040156963,D:\QM\reports\work_items\c9516ac0-6d3b-5d6a-a03b-2cbb0edca554\QM5_41405\20260911_082020\summary.json,ebc9612d4984f6846835f0559230e4450dce3128b03c2cbf674e7ed7063769f9,62
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c03,3,done,MEASURED,2019,195,-12663.160000000003,832.9699999999998,18482.05,-4165.920000000004,D:\QM\reports\work_items\3cb922e8-ff42-5018-bd28-07c80aeee6ba\QM5_41405\20260911_082345\raw\run_01\report.htm,5c9819fb70999993dbaf4d150b60b24821516fbdd97ed49bae427cf7964b0333,-20993.93,-16829.08,-1.1359091659204472,D:\QM\reports\work_items\3cb922e8-ff42-5018-bd28-07c80aeee6ba\QM5_41405\20260911_082345\summary.json,8a8d1326defcface3273b3eb86bdd63e7f09f945392ee58a114850da38b2140e,198
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c03,3,done,MEASURED,2020,210,22148.129999999994,783.7900000000001,7054.03,-3920.0400000000045,D:\QM\reports\work_items\ac8c3a3c-3de0-52c1-a5ea-8df72a1aa392\QM5_41405\20260911_082644\raw\run_01\report.htm,b1e0f5927ac85791359e04a7b33bebde6c6be7288cd6fbb8149a3b00ccc279dd,14309.14,18228.09,2.0285056910730463,D:\QM\reports\work_items\ac8c3a3c-3de0-52c1-a5ea-8df72a1aa392\QM5_41405\20260911_082644\summary.json,5d3e809393a38178193e32679b139103549924e0f2f883aa368f3322fe8b6b28,210
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c03,3,done,MEASURED,2021,218,14517.26999999999,980.6100000000005,13520.91,-4904.079999999996,D:\QM\reports\work_items\ef3a2205-ef74-5301-8a3c-b25604cb0da4\QM5_41405\20260911_082954\raw\run_01\report.htm,fd25231600e64f9129479e8a00b84ef1ecb86d2caccf21f843706d7ae578432d,4710.1399999999985,9613.19,0.3483596888079278,D:\QM\reports\work_items\ef3a2205-ef74-5301-8a3c-b25604cb0da4\QM5_41405\20260911_082954\summary.json,646f85996e7e6fc995cea7aceb006febbd92223f878f78a3b3769f316aa26f8b,219
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c03,3,done,MEASURED,2022,205,28971.04000000002,509.6500000000001,10868.19,-2549.3000000000034,D:\QM\reports\work_items\f2691ab5-6f7b-5de6-a1dc-1acbe86a4bc6\QM5_41405\20260911_083306\raw\run_01\report.htm,f2dbf0f08b235f9ca3151993d976d2dba36556411410ec0a60c890f1a039b697,23873.49,26421.74,2.196638998766124,D:\QM\reports\work_items\f2691ab5-6f7b-5de6-a1dc-1acbe86a4bc6\QM5_41405\20260911_083306\summary.json,f14632603239a5c5360aac8b288dab77afd77d4535d3e7965591272bf4418410,205
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c03,3,done,MEASURED,2023,223,3789.3599999999947,698.3700000000003,20004.12,-3493.060000000005,D:\QM\reports\work_items\10d52606-4549-5661-b909-17705891ab6f\QM5_41405\20260911_083708\raw\run_01\report.htm,96dc0192f0e9a937c3be4394665bbeeeafe303f382aac75a208374549add31a6,-3195.5500000000015,296.3,-0.15974459261392163,D:\QM\reports\work_items\10d52606-4549-5661-b909-17705891ab6f\QM5_41405\20260911_083708\summary.json,30cde316cae1f12d669e9b99358d831974562e242be8768b54f568076ec8c350,224
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c03,3,done,MEASURED,2024,211,-1314.8999999999967,648.5200000000004,16852.08,-3243.620000000006,D:\QM\reports\work_items\4aa799fc-a918-5941-a682-815f3eb66be8\QM5_41405\20260911_084026\raw\run_01\report.htm,52d371d0de99326be63e8f638d9771068e6194a6b5fa8cea50f489ebd62f4215,-7787.320000000002,-4544.72,-0.46209844719464904,D:\QM\reports\work_items\4aa799fc-a918-5941-a682-815f3eb66be8\QM5_41405\20260911_084026\summary.json,1fd5bc0fdbce8ccc59e2bc0f13f2b31eb24cf73bbfc17a9ed5ac224c583463b7,213
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c03,3,done,MEASURED,2025,209,27480.96000000002,507.6700000000002,7603.94,-2539.380000000001,D:\QM\reports\work_items\5c1ca56d-5fdf-56c0-a74d-dc7547d71233\QM5_41405\20260911_084342\raw\run_01\report.htm,6fc995ba6207d3fd2e9f55f3e63c5c8f0bec784c0a83dc707117e9abc70c8c68,22403.23,24941.58,2.9462660147239457,D:\QM\reports\work_items\5c1ca56d-5fdf-56c0-a74d-dc7547d71233\QM5_41405\20260911_084342\summary.json,793aa6111d4bb402aa2c7da6843afaa45e9323766ed7b6160a829e593efd69c4,209
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c04,4,done,MEASURED,2019,97,-10845.149999999998,567.5199999999999,14778.12,-2838.200000000001,D:\QM\reports\work_items\79baf70b-ebe1-51c9-805d-a161e2e584a6\QM5_41405\20260911_084705\raw\run_01\report.htm,ce9c40f9dbe0b10034c373c3b0c6e075fe15069dcc1ae2f4ab995bfeb19a5e1b,-16520.95,-13683.35,-1.1179331335785607,D:\QM\reports\work_items\79baf70b-ebe1-51c9-805d-a161e2e584a6\QM5_41405\20260911_084705\summary.json,aa34a3216359d9b4152f471fc21c12d13431206b561911f6ed3b3c4bf9e44209,98
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c04,4,done,MEASURED,2020,85,22995.009999999987,463.8700000000001,4876.15,-2319.74,D:\QM\reports\work_items\84704f19-78ed-52e6-adab-459feaa05551\QM5_41405\20260911_085002\raw\run_01\report.htm,1c59d11ef62e2baf106f2217a89de56d9cc8cea002376c21f9d409173880c528,18355.92,20675.27,3.7644289039508627,D:\QM\reports\work_items\84704f19-78ed-52e6-adab-459feaa05551\QM5_41405\20260911_085002\summary.json,900d6906bddbf5103a30ebd2d0433e27375d25f1e8b20f115929a727e8497c5d,85
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c04,4,done,MEASURED,2021,79,20967.82,487.53000000000003,6827.21,-2438.1000000000017,D:\QM\reports\work_items\ffaf5212-6246-5049-b041-8aa6549cc0e2\QM5_41405\20260911_085324\raw\run_01\report.htm,b86bebf5a41f570b18e8cd8c8112aea889639802b6bbd0841bfbf866397ea336,16092.070000000002,18529.72,2.357049219227181,D:\QM\reports\work_items\ffaf5212-6246-5049-b041-8aa6549cc0e2\QM5_41405\20260911_085324\summary.json,678cdbc61946d210d72beea0819ee4e8bbbb1ffc3980c3bdb6af8a39dc6f431c,79
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c04,4,done,MEASURED,2022,54,15627.900000000001,219.97,8564.59,-1100.1199999999994,D:\QM\reports\work_items\f05cdb35-a840-5cd0-8fbe-125677835715\QM5_41405\20260911_085630\raw\run_01\report.htm,faf0b73d6e26c04a6839e5dfda9f41c89c528ad18b70f641387d1bbb02ffda44,13427.93,14527.78,1.5678427105092012,D:\QM\reports\work_items\f05cdb35-a840-5cd0-8fbe-125677835715\QM5_41405\20260911_085630\summary.json,7ab81df9cf2f92d44678e57f97df18f74ad72b5a83dc7d9d314b072fedf8ba5d,54
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c04,4,done,MEASURED,2023,83,12310.440000000006,367.0299999999999,9476.91,-1835.580000000001,D:\QM\reports\work_items\b8c4e491-794c-5500-b220-74e14bcfa1f6\QM5_41405\20260911_090000\raw\run_01\report.htm,549f7090882f1bb47b8b5d15f26ff0117caea5a191df04e38f78898445f14be4,8639.710000000001,10474.86,0.9116589690099411,D:\QM\reports\work_items\b8c4e491-794c-5500-b220-74e14bcfa1f6\QM5_41405\20260911_090000\summary.json,707a7b216116726c1bba9ea2d5b022c141919ee7b5e9f9dc40ad10ac1e95d627,83
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c04,4,done,MEASURED,2024,60,-7740.630000000003,261.5799999999999,16499.17,-1308.2200000000012,D:\QM\reports\work_items\6dd4b0f7-d640-50c2-8272-bcd7aeb565c4\QM5_41405\20260911_090357\raw\run_01\report.htm,2b08b9b2a86c5d680256931ff032aa18d87615615c6c3ed1acfaebfe5e1c265a,-10356.75,-9048.85,-0.6277133940677017,D:\QM\reports\work_items\6dd4b0f7-d640-50c2-8272-bcd7aeb565c4\QM5_41405\20260911_090357\summary.json,2e1a5a61b7e6db6a5a9362fc9cd3df3b67fa2894306816e7914511e146ba3927,61
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c04,4,done,MEASURED,2025,61,21779.450000000004,205.56999999999996,4373.67,-1028.1399999999996,D:\QM\reports\work_items\81bc61a6-469e-53b1-8bc8-5f3448cdd4f8\QM5_41405\20260911_090731\raw\run_01\report.htm,7c97dbe7d156124bc93b58f2dd37cca1fc7ddacbee4d22b53d713ee89ccf68b4,19723.460000000003,20751.31,4.509590344036016,D:\QM\reports\work_items\81bc61a6-469e-53b1-8bc8-5f3448cdd4f8\QM5_41405\20260911_090731\summary.json,67929dcb8d94fe1fc5f92dd47028a8d179b9b344130d3bc40b4bf1944726eb20,61
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c05,5,done,MEASURED,2019,200,-10576.199999999999,943.23,16217.86,-4717.3399999999965,D:\QM\reports\work_items\270d2c69-6157-5272-ab77-9cb894f43b48\QM5_41405\20260911_091059\raw\run_01\report.htm,c86bf8bac40f48a163bf345d1d7ce375431bf3b094c2c88be87faddfda88b357,-20009.690000000002,-15293.54,-1.2338058165503958,D:\QM\reports\work_items\270d2c69-6157-5272-ab77-9cb894f43b48\QM5_41405\20260911_091059\summary.json,0fbd4fe775cab67c0f79762a2939ce51e2561e7b75d5c946c5f68f6ae39a2c7e,202
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2020:c05,5,done,MEASURED,2020,213,28088.870000000003,866.2900000000004,5593.52,-4332.539999999997,D:\QM\reports\work_items\cfd65dba-0252-53ca-a190-c9641124913d\QM5_41405\20260911_091358\raw\run_01\report.htm,6ee3c8b75021f81ebacaa6a00eafb6d6d37fa98ca5e6dc7c76e47973c78001ed,19424.879999999997,23756.33,3.4727470358557753,D:\QM\reports\work_items\cfd65dba-0252-53ca-a190-c9641124913d\QM5_41405\20260911_091358\summary.json,1cbd1aab63142c90aff2ed27ec103a8820797eb1b96f17683d4c5ecdf795772e,213
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2021:c05,5,done,MEASURED,2021,220,20201.620000000003,1085.880000000001,9963.82,-5430.5800000000045,D:\QM\reports\work_items\c0293a59-cf88-54d6-bd49-41cd087a9423\QM5_41405\20260911_091730\raw\run_01\report.htm,b172e8626b9aeeeb6a586dd186ad85ebb7926ff13291b75439a224273c654b22,9341.639999999996,14771.04,0.9375560778898049,D:\QM\reports\work_items\c0293a59-cf88-54d6-bd49-41cd087a9423\QM5_41405\20260911_091730\summary.json,b6fa050eb096bead04abe83d612d7bb2ed5cad08e1c6451bdc96535adf6443fd,221
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2022:c05,5,done,MEASURED,2022,210,34570.209999999985,546.9,10221.94,-2735.5200000000045,D:\QM\reports\work_items\ace6c6f5-04bf-5e27-8439-4bb74f9b1d6c\QM5_41405\20260911_092054\raw\run_01\report.htm,24a5a65b7c73a64072cdefe4438ca63617cb09b7c3c921352f54d398564d1b0e,29100.19,31834.69,2.8468363148286917,D:\QM\reports\work_items\ace6c6f5-04bf-5e27-8439-4bb74f9b1d6c\QM5_41405\20260911_092054\summary.json,67aa942f3e09440edd23a80760395938a346c00819707bc2e1d1c096700d6d1f,210
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2023:c05,5,done,MEASURED,2023,220,5019.690000000007,719.7600000000002,16954.67,-3600.0,D:\QM\reports\work_items\261b4b54-e7d6-5dce-ae77-e982f1a154e4\QM5_41405\20260911_092507\raw\run_01\report.htm,2a496d6aa23fffc3078b79790d0bca42f2a12570fb592a8094db3c700ece2c9f,-2179.110000000001,1419.69,-0.12852565104481545,D:\QM\reports\work_items\261b4b54-e7d6-5dce-ae77-e982f1a154e4\QM5_41405\20260911_092507\summary.json,49b94118e60b77db4737a202f479d36b9c0ae02f2c909d9563826f284faa53ff,221
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2024:c05,5,done,MEASURED,2024,212,-14883.869999999999,687.4699999999996,26542.08,-3438.4400000000005,D:\QM\reports\work_items\59970e59-df32-547b-8330-2d70dac49b21\QM5_41405\20260911_092930\raw\run_01\report.htm,90995057624a884255b29f02e5c25256d395251eb069a5a64dd5d8a858d35fbb,-21745.32,-18307.97,-0.8192771629050926,D:\QM\reports\work_items\59970e59-df32-547b-8330-2d70dac49b21\QM5_41405\20260911_092930\summary.json,e18528c671bc6cfc48fa1dcf7f1da60cff0f7f750923769c911e33049e911443,214
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2025:c05,5,done,MEASURED,2025,207,29128.45,523.1500000000001,7006.89,-2616.7400000000007,D:\QM\reports\work_items\47c72ca6-69c1-5bdd-8868-6fb966fe4163\QM5_41405\20260911_093337\raw\run_01\report.htm,e36f9e07b65c21b4ae82be18ea7e731b835f4cbd48dad3e625330b51c9ea121d,23895.96,26511.71,3.410351810860453,D:\QM\reports\work_items\47c72ca6-69c1-5bdd-8868-6fb966fe4163\QM5_41405\20260911_093337\summary.json,82c7914a32c96c1af14244764c0e9f878449768912cba3215a845fed5d181498,207
WINSWEEP_QM5_41405_USDJPY_DWX_2019_2025:2019:c06,6,done,MEASURED,2019,93,-9208.590000000002,488.2400000000001,13476.09,-2441.680000000001,D:\QM\reports\work_items\5bd48cda-3183-53de-97ce-33516f3cb55f\QM5_41405\20260911_093646\raw\run_01\report.htm,4ee9913683ecb0a88b16000b2d2c431583b0438017f2418cba39529c9d29f989,-14091.470000000001,-11650.27,-1.0456645807500544,D:\QM\reports\work_items\5bd48cda-3183-53de-97ce-33516f3cb55f\QM5_41405\20260911_093646\summary.json,6e5e91f8e11715cd7f4deddec611c5fb1e99917c7f92e5d37ac2c45485bdf17d,95
