symbol,fix_code,era,scope,weekday,minute_of_hour,prefix_window_min,threshold_atr,holding_min,n_anchors,n_trigger,mean_ret_atr,sd_ret_atr,frozen_is_baseline_beta0,frozen_is_baseline_beta0_se,r_base_atr
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.6,45,4560,1762,0.04703894805,0.929305352,-0.03626920636,0.01632043822,0.05658271219
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.6,60,4560,1762,0.02434168659,1.076286937,-0.03824831784,0.0189034752,0.07094972247
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.8,15,4560,1231,0.0158773931,0.5329642121,-0.01713416286,0.00936153463,0.03864631233
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.8,30,4560,1231,0.02900354816,0.7155424432,-0.02107418489,0.01256926984,0.04434496005
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.8,45,4560,1231,0.04703894805,0.929305352,-0.03626920636,0.01632043822,0.06117805427
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,3,0,60,0.8,60,4560,1231,0.02434168659,1.076286937,-0.03824831784,0.0189034752,0.08375480588
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.4,15,4278,1176,0.01269767795,0.5658052041,-0.09788696901,0.01918154039,0.06252166402
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.4,30,4278,1176,0.005720108852,0.7599762846,-0.1185412988,0.02577887247,0.08822063761
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.4,45,4278,1176,0.02105479778,0.9667240298,-0.1638371989,0.03277724439,0.1142212421
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.4,60,4278,1176,0.01990200483,1.094955386,-0.1864174968,0.0371239967,0.1266465927
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.6,15,4278,596,0.01269767795,0.5658052041,-0.09788696901,0.01918154039,0.09694536594
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.6,30,4278,596,0.005720108852,0.7599762846,-0.1185412988,0.02577887247,0.1013030727
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.6,45,4278,596,0.02105479778,0.9667240298,-0.1638371989,0.03277724439,0.1563272926
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.6,60,4278,596,0.01990200483,1.094955386,-0.1864174968,0.0371239967,0.201546478
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.8,15,4278,327,0.01269767795,0.5658052041,-0.09788696901,0.01918154039,0.1500086719
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.8,30,4278,327,0.005720108852,0.7599762846,-0.1185412988,0.02577887247,0.1501646739
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.8,45,4278,327,0.02105479778,0.9667240298,-0.1638371989,0.03277724439,0.2478252616
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,15,0.8,60,4278,327,0.01990200483,1.094955386,-0.1864174968,0.0371239967,0.3271318536
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.4,15,4278,1697,0.01269767795,0.5658052041,-0.07839397855,0.01465181709,0.06003441352
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.4,30,4278,1697,0.005720108852,0.7599762846,-0.0867246585,0.01970115543,0.0630976219
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.4,45,4278,1697,0.02105479778,0.9667240298,-0.1178501521,0.0250527357,0.07615719249
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.4,60,4278,1697,0.01990200483,1.094955386,-0.118941022,0.02839098402,0.06573144609
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.6,15,4278,1036,0.01269767795,0.5658052041,-0.07839397855,0.01465181709,0.07605109295
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.6,30,4278,1036,0.005720108852,0.7599762846,-0.0867246585,0.01970115543,0.09389609086
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.6,45,4278,1036,0.02105479778,0.9667240298,-0.1178501521,0.0250527357,0.1206208156
EURUSD.DWX,WMR_1600,IS,ALL_HOURS,4,0,30,0.6,60,4278,1036,0.01990200483,1.094955386,-0.118941022,0.02839098402,0.1444107049
