weekend_id,symbol,era,friday_close_utc,sunday_open_utc,friday_close,sunday_open,gap_raw,gap_pips,gap_dir,trade_side,atr_d1,gap_size_atr,high_5d,low_5d,range_5d,range_pos,range_bucket,is_conditioned,triggered,filled_by_timestop,filled_full_week,fill_time_utc,fill_elapsed_min,exit_reason,exit_time_utc,exit_price,mae_pips,mae_bp,gross_pnl_pips,gross_pnl_bp,spread_pips,net_pnl_pips,net_pnl_bp
2021-04-23_2021-04-25,EURUSD.DWX,IS,2021-04-23T20:55:00Z,2021-04-25T21:05:00Z,1.20977,1.20931,-0.00046,-4.6,-1,LONG,0.00625,0.0736,1.20998,1.19425,0.01573,0.9866,UPPER_THIRD,1,0,1,1,2021-04-25T21:35:00Z,30,FILL,2021-04-25T21:35:00Z,1.20977,1.1,0.91,4.6,3.8,0.5,4.1,3.39
2021-04-30_2021-05-02,EURUSD.DWX,IS,2021-04-30T20:55:00Z,2021-05-02T21:05:00Z,1.20206,1.20268,0.00062,6.2,1,SHORT,0.00643,0.0965,1.215,1.20164,0.01336,0.0314,LOWER_THIRD,1,0,1,1,2021-05-03T00:00:00Z,175,FILL,2021-05-03T00:00:00Z,1.20206,4.3,3.58,6.2,5.16,0.5,5.7,4.74
2021-05-07_2021-05-09,EURUSD.DWX,IS,2021-05-07T20:55:00Z,2021-05-09T21:05:00Z,1.21628,1.21624,-4e-05,-0.4,-1,LONG,0.00686,0.0058,1.21713,1.19859,0.01854,0.9542,UPPER_THIRD,1,0,1,1,2021-05-09T21:05:00Z,0,FILL,2021-05-09T21:05:00Z,1.21628,0,0,0.4,0.33,0.5,-0.1,-0.08
2021-05-14_2021-05-16,EURUSD.DWX,IS,2021-05-14T20:55:00Z,2021-05-16T21:05:00Z,1.21441,1.21394,-0.00047,-4.7,-1,LONG,0.0069,0.0681,1.21816,1.20514,0.01302,0.712,UPPER_THIRD,1,0,1,1,2021-05-16T22:00:00Z,55,FILL,2021-05-16T22:00:00Z,1.21441,0,0,4.7,3.87,0.5,4.2,3.46
2021-05-21_2021-05-23,EURUSD.DWX,IS,2021-05-21T20:55:00Z,2021-05-23T21:05:00Z,1.21806,1.21811,5e-05,0.5,1,SHORT,0.00702,0.0071,1.22453,1.2126,0.01193,0.4577,MIDDLE_THIRD,0,0,0,1,2021-05-23T21:05:00Z,0,STOP,2021-05-23T21:05:00Z,1.21816,0.6,0.49,-0.5,-0.41,0.5,-1,-0.82
2021-05-28_2021-05-30,EURUSD.DWX,IS,2021-05-28T20:55:00Z,2021-05-30T21:05:00Z,1.21895,1.21996,0.00101,10.1,1,SHORT,0.00668,0.1513,1.22663,1.21326,0.01337,0.4256,MIDDLE_THIRD,0,0,1,1,2021-05-30T23:55:00Z,170,FILL,2021-05-30T23:55:00Z,1.21895,0.4,0.33,10.1,8.28,0.5,9.6,7.87
2021-06-04_2021-06-06,EURUSD.DWX,IS,2021-06-04T20:50:00Z,2021-06-06T21:05:00Z,1.21661,1.21637,-0.00024,-2.4,-1,LONG,0.00676,0.0355,1.22543,1.21039,0.01504,0.4136,MIDDLE_THIRD,0,0,1,1,2021-06-06T22:00:00Z,55,FILL,2021-06-06T22:00:00Z,1.21661,2.2,1.81,2.4,1.97,0.5,1.9,1.56
2021-06-11_2021-06-13,EURUSD.DWX,IS,2021-06-11T20:55:00Z,2021-06-13T21:05:00Z,1.21064,1.21072,8e-05,0.8,1,SHORT,0.00617,0.013,1.22179,1.20926,0.01253,0.1101,LOWER_THIRD,1,0,1,1,2021-06-13T21:05:00Z,0,FILL,2021-06-13T21:05:00Z,1.21064,0.6,0.5,0.8,0.66,0.5,0.3,0.25
2021-06-18_2021-06-20,EURUSD.DWX,IS,2021-06-18T20:55:00Z,2021-06-20T21:05:00Z,1.18596,1.18577,-0.00019,-1.9,-1,LONG,0.00702,0.0271,1.21471,1.1847,0.03001,0.042,LOWER_THIRD,0,0,1,1,2021-06-20T21:05:00Z,0,FILL,2021-06-20T21:05:00Z,1.18596,0.1,0.08,1.9,1.6,0.5,1.4,1.18
2021-06-25_2021-06-27,EURUSD.DWX,IS,2021-06-25T20:55:00Z,2021-06-27T21:05:00Z,1.19369,1.19338,-0.00031,-3.1,-1,LONG,0.00668,0.0464,1.19752,1.18475,0.01277,0.7001,UPPER_THIRD,1,0,1,1,2021-06-27T21:45:00Z,40,FILL,2021-06-27T21:45:00Z,1.19369,0,0,3.1,2.6,0.5,2.6,2.18
2021-07-02_2021-07-04,EURUSD.DWX,IS,2021-07-02T20:55:00Z,2021-07-04T21:05:00Z,1.18644,1.18586,-0.00058,-5.8,-1,LONG,0.00673,0.0862,1.19444,1.18069,0.01375,0.4182,MIDDLE_THIRD,0,0,1,1,2021-07-04T21:55:00Z,50,FILL,2021-07-04T21:55:00Z,1.18644,1.1,0.93,5.8,4.89,0.5,5.3,4.47
2021-07-09_2021-07-11,EURUSD.DWX,IS,2021-07-09T20:55:00Z,2021-07-11T21:05:00Z,1.18775,1.18742,-0.00033,-3.3,-1,LONG,0.00573,0.0575,1.1895,1.17815,0.01135,0.8458,UPPER_THIRD,1,0,0,1,2021-07-12T01:05:00Z,240,STOP,2021-07-11T22:00:00Z,1.18709,6.4,5.39,-3.3,-2.78,0.5,-3.8,-3.2
2021-07-16_2021-07-18,EURUSD.DWX,IS,2021-07-16T20:55:00Z,2021-07-18T21:05:00Z,1.18056,1.1807,0.00014,1.4,1,SHORT,0.00601,0.0233,1.18801,1.17718,0.01083,0.3121,LOWER_THIRD,1,0,0,1,2021-07-18T22:05:00Z,60,STOP,2021-07-18T21:10:00Z,1.18084,1.5,1.27,-1.4,-1.19,0.5,-1.9,-1.61
2021-07-23_2021-07-25,EURUSD.DWX,IS,2021-07-23T20:50:00Z,2021-07-25T21:05:00Z,1.17689,1.17683,-6e-05,-0.6,-1,LONG,0.00605,0.0099,1.18304,1.17518,0.00786,0.2176,LOWER_THIRD,0,0,1,1,2021-07-25T21:05:00Z,0,FILL,2021-07-25T21:05:00Z,1.17689,0,0,0.6,0.51,0.5,0.1,0.08
2021-07-30_2021-08-01,EURUSD.DWX,IS,2021-07-30T20:55:00Z,2021-08-01T21:05:00Z,1.18719,1.18644,-0.00075,-7.5,-1,LONG,0.00595,0.1261,1.19086,1.17633,0.01453,0.7474,UPPER_THIRD,1,0,1,1,2021-08-02T03:20:00Z,375,FILL,2021-08-02T03:20:00Z,1.18719,5.5,4.64,7.5,6.32,0.5,7,5.9
2021-08-06_2021-08-08,EURUSD.DWX,IS,2021-08-06T20:55:00Z,2021-08-08T21:05:00Z,1.1761,1.17569,-0.00041,-4.1,-1,LONG,0.00552,0.0743,1.18995,1.17542,0.01453,0.0468,LOWER_THIRD,0,0,1,1,2021-08-08T21:05:00Z,0,FILL,2021-08-08T21:05:00Z,1.1761,1.1,0.94,4.1,3.49,0.5,3.6,3.06
2021-08-13_2021-08-15,EURUSD.DWX,IS,2021-08-13T20:50:00Z,2021-08-15T21:05:00Z,1.17958,1.17944,-0.00014,-1.4,-1,LONG,0.00521,0.0269,1.18047,1.17059,0.00988,0.9099,UPPER_THIRD,1,0,1,1,2021-08-15T22:00:00Z,55,FILL,2021-08-15T22:00:00Z,1.17958,1.1,0.93,1.4,1.19,0.5,0.9,0.76
2021-08-20_2021-08-22,EURUSD.DWX,IS,2021-08-20T20:55:00Z,2021-08-22T21:05:00Z,1.16995,1.16927,-0.00068,-6.8,-1,LONG,0.00487,0.1395,1.18009,1.16639,0.0137,0.2599,LOWER_THIRD,0,0,1,1,2021-08-22T22:00:00Z,55,FILL,2021-08-22T22:00:00Z,1.16995,0.5,0.43,6.8,5.82,0.5,6.3,5.39
2021-08-27_2021-08-29,EURUSD.DWX,IS,2021-08-27T20:55:00Z,2021-08-29T21:05:00Z,1.17957,1.17949,-8e-05,-0.8,-1,LONG,0.00483,0.0166,1.18024,1.16922,0.01102,0.9392,UPPER_THIRD,1,0,0,1,2021-08-29T21:55:00Z,50,STOP,2021-08-29T21:30:00Z,1.17941,2.3,1.95,-0.8,-0.68,0.5,-1.3,-1.1
2021-09-03_2021-09-05,EURUSD.DWX,IS,2021-09-03T20:55:00Z,2021-09-05T21:05:00Z,1.18774,1.18782,8e-05,0.8,1,SHORT,0.00491,0.0163,1.1909,1.17828,0.01262,0.7496,UPPER_THIRD,0,0,0,1,2021-09-06T00:35:00Z,210,STOP,2021-09-05T21:05:00Z,1.1879,3.3,2.78,-0.8,-0.67,0.5,-1.3,-1.09
2021-09-10_2021-09-12,EURUSD.DWX,IS,2021-09-10T20:55:00Z,2021-09-12T21:05:00Z,1.18107,1.18138,0.00031,3.1,1,SHORT,0.00442,0.0702,1.18862,1.1802,0.00842,0.1033,LOWER_THIRD,1,0,1,1,2021-09-12T22:05:00Z,60,FILL,2021-09-12T22:05:00Z,1.18107,1.1,0.93,3.1,2.62,0.5,2.6,2.2
2021-09-17_2021-09-19,EURUSD.DWX,IS,2021-09-17T20:55:00Z,2021-09-19T21:05:00Z,1.17249,1.17252,3e-05,0.3,1,SHORT,0.00475,0.0063,1.18458,1.17245,0.01213,0.0033,LOWER_THIRD,1,0,0,1,2021-09-19T22:15:00Z,70,STOP,2021-09-19T21:05:00Z,1.17255,3.5,2.99,-0.3,-0.26,0.5,-0.8,-0.68
2021-09-24_2021-09-26,EURUSD.DWX,IS,2021-09-24T20:55:00Z,2021-09-26T21:05:00Z,1.17211,1.17258,0.00047,4.7,1,SHORT,0.00493,0.0953,1.17555,1.16833,0.00722,0.5235,MIDDLE_THIRD,0,0,1,1,2021-09-26T21:05:00Z,0,FILL,2021-09-26T21:05:00Z,1.17211,0.1,0.09,4.7,4.01,0.5,4.2,3.58
2021-10-01_2021-10-03,EURUSD.DWX,IS,2021-10-01T20:50:00Z,2021-10-03T21:05:00Z,1.15928,1.15971,0.00043,4.3,1,SHORT,0.00527,0.0816,1.17259,1.15624,0.01635,0.1859,LOWER_THIRD,1,0,0,1,2021-10-04T03:00:00Z,355,STOP,2021-10-03T22:05:00Z,1.16014,6.9,5.95,-4.3,-3.71,0.5,-4.8,-4.14
2021-10-08_2021-10-10,EURUSD.DWX,IS,2021-10-08T20:55:00Z,2021-10-10T21:05:00Z,1.15746,1.15696,-0.0005,-5,-1,LONG,0.00516,0.0968,1.164,1.1529,0.0111,0.4108,MIDDLE_THIRD,0,0,1,1,2021-10-10T22:00:00Z,55,FILL,2021-10-10T22:00:00Z,1.15746,0.1,0.09,5,4.32,0.5,4.5,3.89
2021-10-15_2021-10-17,EURUSD.DWX,IS,2021-10-15T20:55:00Z,2021-10-17T21:05:00Z,1.15983,1.15973,-0.0001,-1,-1,LONG,0.0049,0.0204,1.16243,1.15244,0.00999,0.7397,UPPER_THIRD,1,0,1,1,2021-10-17T21:05:00Z,0,FILL,2021-10-17T21:05:00Z,1.15983,0,0,1,0.86,0.5,0.5,0.43
2021-10-22_2021-10-24,EURUSD.DWX,IS,2021-10-22T20:50:00Z,2021-10-24T21:05:00Z,1.16439,1.16424,-0.00015,-1.5,-1,LONG,0.00458,0.0327,1.16692,1.15716,0.00976,0.7408,UPPER_THIRD,1,0,0,1,2021-10-24T22:05:00Z,60,STOP,2021-10-24T21:05:00Z,1.16409,2.6,2.23,-1.5,-1.29,0.5,-2,-1.72
2021-10-29_2021-10-31,EURUSD.DWX,IS,2021-10-29T20:55:00Z,2021-10-31T21:05:00Z,1.15625,1.15588,-0.00037,-3.7,-1,LONG,0.00602,0.0615,1.1692,1.1535,0.0157,0.1752,LOWER_THIRD,0,0,1,1,2021-10-31T21:10:00Z,5,FILL,2021-10-31T21:10:00Z,1.15625,0,0,3.7,3.2,0.5,3.2,2.77
2021-11-05_2021-11-07,EURUSD.DWX,IS,2021-11-05T20:55:00Z,2021-11-07T22:05:00Z,1.1566,1.15605,-0.00055,-5.5,-1,LONG,0.0065,0.0846,1.16164,1.15132,0.01032,0.5116,MIDDLE_THIRD,0,0,1,1,2021-11-07T23:05:00Z,60,FILL,2021-11-07T23:05:00Z,1.1566,5.2,4.5,5.5,4.76,0.5,5,4.33
2021-11-12_2021-11-14,EURUSD.DWX,IS,2021-11-12T21:55:00Z,2021-11-14T22:05:00Z,1.14436,1.14463,0.00027,2.7,1,SHORT,0.00662,0.0408,1.16089,1.14328,0.01761,0.0613,LOWER_THIRD,1,0,1,1,2021-11-14T22:30:00Z,25,FILL,2021-11-14T22:30:00Z,1.14436,0.1,0.09,2.7,2.36,0.5,2.2,1.92
2021-11-19_2021-11-21,EURUSD.DWX,IS,2021-11-19T21:55:00Z,2021-11-21T22:05:00Z,1.12821,1.12899,0.00078,7.8,1,SHORT,0.00681,0.1145,1.1464,1.12498,0.02142,0.1508,LOWER_THIRD,1,0,1,1,2021-11-21T23:00:00Z,55,FILL,2021-11-21T23:00:00Z,1.12821,0,0,7.8,6.91,0.5,7.3,6.47
2021-11-26_2021-11-28,EURUSD.DWX,IS,2021-11-26T21:50:00Z,2021-11-28T22:05:00Z,1.13128,1.13061,-0.00067,-6.7,-1,LONG,0.00715,0.0937,1.13289,1.1186,0.01429,0.8873,UPPER_THIRD,1,0,1,1,2021-11-28T22:10:00Z,5,FILL,2021-11-28T22:10:00Z,1.13128,3.3,2.92,6.7,5.93,0.5,6.2,5.48
2021-12-03_2021-12-05,EURUSD.DWX,IS,2021-12-03T21:55:00Z,2021-12-05T22:05:00Z,1.13089,1.13051,-0.00038,-3.8,-1,LONG,0.00745,0.051,1.13828,1.12351,0.01477,0.4997,MIDDLE_THIRD,0,0,1,1,2021-12-05T22:55:00Z,50,FILL,2021-12-05T22:55:00Z,1.13089,0.2,0.18,3.8,3.36,0.5,3.3,2.92
2021-12-10_2021-12-12,EURUSD.DWX,IS,2021-12-10T21:55:00Z,2021-12-12T22:05:00Z,1.13162,1.13105,-0.00057,-5.7,-1,LONG,0.00706,0.0808,1.13548,1.12274,0.01274,0.697,UPPER_THIRD,1,0,1,1,2021-12-12T23:20:00Z,75,FILL,2021-12-12T23:20:00Z,1.13162,4.6,4.07,5.7,5.04,0.5,5.2,4.6
2021-12-17_2021-12-19,EURUSD.DWX,IS,2021-12-17T21:50:00Z,2021-12-19T22:05:00Z,1.12375,1.12391,0.00016,1.6,1,SHORT,0.00756,0.0212,1.13602,1.12218,0.01384,0.1134,LOWER_THIRD,1,0,1,1,2021-12-19T22:20:00Z,15,FILL,2021-12-19T22:20:00Z,1.12375,1.1,0.98,1.6,1.42,0.5,1.1,0.98
2021-12-24_2021-12-26,EURUSD.DWX,IS,2021-12-24T21:55:00Z,2021-12-26T22:05:00Z,1.13088,1.13174,0.00086,8.6,1,SHORT,0.00692,0.1242,1.13436,1.12344,0.01092,0.6813,UPPER_THIRD,0,0,1,1,2021-12-26T22:10:00Z,5,FILL,2021-12-26T22:10:00Z,1.13088,5.6,4.95,8.6,7.6,0.5,8.1,7.16
2021-12-31_2022-01-02,EURUSD.DWX,IS,2021-12-31T21:50:00Z,2022-01-02T22:05:00Z,1.13774,1.13678,-0.00096,-9.6,-1,LONG,0.0067,0.1433,1.13863,1.12736,0.01127,0.921,UPPER_THIRD,1,0,1,1,2022-01-02T23:00:00Z,55,FILL,2022-01-02T23:00:00Z,1.13774,1.9,1.67,9.6,8.44,0.5,9.1,8.01
2022-01-07_2022-01-09,EURUSD.DWX,IS,2022-01-07T21:50:00Z,2022-01-09T22:05:00Z,1.13594,1.13585,-9e-05,-0.9,-1,LONG,0.0062,0.0145,1.13783,1.12721,0.01062,0.822,UPPER_THIRD,1,0,0,1,2022-01-09T22:05:00Z,0,STOP,2022-01-09T22:05:00Z,1.13576,4.8,4.23,-0.9,-0.79,0.5,-1.4,-1.23
2022-01-14_2022-01-16,EURUSD.DWX,IS,2022-01-14T21:50:00Z,2022-01-16T22:05:00Z,1.14153,1.14119,-0.00034,-3.4,-1,LONG,0.00708,0.048,1.14828,1.12851,0.01977,0.6586,MIDDLE_THIRD,0,0,1,1,2022-01-16T22:05:00Z,0,FILL,2022-01-16T22:05:00Z,1.14153,0,0,3.4,2.98,0.5,2.9,2.54
2022-01-21_2022-01-23,EURUSD.DWX,IS,2022-01-21T21:55:00Z,2022-01-23T22:05:00Z,1.13427,1.13387,-0.0004,-4,-1,LONG,0.00658,0.0608,1.14342,1.13009,0.01333,0.3136,LOWER_THIRD,0,0,1,1,2022-01-23T22:10:00Z,5,FILL,2022-01-23T22:10:00Z,1.13427,0,0,4,3.53,0.5,3.5,3.09
2022-01-28_2022-01-30,EURUSD.DWX,IS,2022-01-28T21:55:00Z,2022-01-30T22:05:00Z,1.11468,1.11433,-0.00035,-3.5,-1,LONG,0.00688,0.0509,1.13449,1.11213,0.02236,0.114,LOWER_THIRD,0,0,0,1,2022-01-30T23:25:00Z,80,STOP,2022-01-30T23:00:00Z,1.11398,5.2,4.67,-3.5,-3.14,0.5,-4,-3.59
2022-02-04_2022-02-06,EURUSD.DWX,IS,2022-02-04T21:55:00Z,2022-02-06T22:05:00Z,1.1451,1.14601,0.00091,9.1,1,SHORT,0.00798,0.1141,1.14836,1.11381,0.03455,0.9056,UPPER_THIRD,0,0,1,1,2022-02-07T00:20:00Z,135,FILL,2022-02-07T00:20:00Z,1.1451,2.8,2.44,9.1,7.94,0.5,8.6,7.5
2022-02-11_2022-02-13,EURUSD.DWX,IS,2022-02-11T21:50:00Z,2022-02-13T22:05:00Z,1.13475,1.1339,-0.00085,-8.5,-1,LONG,0.00828,0.1026,1.1495,1.13296,0.01654,0.1082,LOWER_THIRD,0,0,1,1,2022-02-13T23:00:00Z,55,FILL,2022-02-13T23:00:00Z,1.13475,0.2,0.18,8.5,7.5,0.5,8,7.06
2022-02-18_2022-02-20,EURUSD.DWX,IS,2022-02-18T21:50:00Z,2022-02-20T22:05:00Z,1.13229,1.1321,-0.00019,-1.9,-1,LONG,0.00773,0.0246,1.13956,1.12799,0.01157,0.3717,MIDDLE_THIRD,0,0,1,1,2022-02-20T22:05:00Z,0,FILL,2022-02-20T22:05:00Z,1.13229,0.7,0.62,1.9,1.68,0.5,1.4,1.24
2022-02-25_2022-02-27,EURUSD.DWX,IS,2022-02-25T21:50:00Z,2022-02-27T22:05:00Z,1.12719,1.11398,-0.01321,-132.1,-1,LONG,0.00849,1.5566,1.13906,1.11063,0.02843,0.5825,MIDDLE_THIRD,0,1,0,0,,,TIMESTOP,2022-02-28T12:00:00Z,1.11952,2.8,2.51,55.4,49.73,0.5,54.9,49.28
2022-03-04_2022-03-06,EURUSD.DWX,IS,2022-03-04T21:55:00Z,2022-03-06T22:05:00Z,1.09303,1.09273,-0.0003,-3,-1,LONG,0.01011,0.0297,1.12466,1.08853,0.03613,0.1246,LOWER_THIRD,0,0,0,1,2022-03-07T14:20:00Z,975,STOP,2022-03-06T22:45:00Z,1.09243,3.7,3.39,-3,-2.75,0.5,-3.5,-3.2
2022-03-11_2022-03-13,EURUSD.DWX,IS,2022-03-11T21:50:00Z,2022-03-13T21:05:00Z,1.0914,1.0922,0.0008,8,1,SHORT,0.01293,0.0619,1.11212,1.08059,0.03153,0.3428,MIDDLE_THIRD,0,0,1,1,2022-03-13T22:00:00Z,55,FILL,2022-03-13T22:00:00Z,1.0914,4.5,4.12,8,7.32,0.5,7.5,6.87
2022-03-18_2022-03-20,EURUSD.DWX,IS,2022-03-18T20:55:00Z,2022-03-20T21:05:00Z,1.105,1.10558,0.00058,5.8,1,SHORT,0.01257,0.0461,1.11375,1.09004,0.02371,0.631,MIDDLE_THIRD,0,0,1,1,2022-03-20T22:00:00Z,55,FILL,2022-03-20T22:00:00Z,1.105,2.8,2.53,5.8,5.25,0.5,5.3,4.79
2022-03-25_2022-03-27,EURUSD.DWX,IS,2022-03-25T20:55:00Z,2022-03-27T21:05:00Z,1.09848,1.09858,0.0001,1,1,SHORT,0.01045,0.0096,1.10701,1.09609,0.01092,0.2189,LOWER_THIRD,1,0,0,1,2022-03-27T21:30:00Z,25,STOP,2022-03-27T21:10:00Z,1.09868,1,0.91,-1,-0.91,0.5,-1.5,-1.37
2022-04-01_2022-04-03,EURUSD.DWX,IS,2022-04-01T20:55:00Z,2022-04-03T21:05:00Z,1.10446,1.10388,-0.00058,-5.8,-1,LONG,0.00894,0.0648,1.11848,1.09447,0.02401,0.4161,MIDDLE_THIRD,0,0,1,1,2022-04-03T23:00:00Z,115,FILL,2022-04-03T23:00:00Z,1.10446,1.1,1,5.8,5.25,0.5,5.3,4.8
2022-04-08_2022-04-10,EURUSD.DWX,IS,2022-04-08T20:55:00Z,2022-04-10T21:05:00Z,1.0875,1.09085,0.00335,33.5,1,SHORT,0.00806,0.4154,1.10542,1.08364,0.02178,0.1772,LOWER_THIRD,1,1,1,1,2022-04-11T02:50:00Z,345,FILL,2022-04-11T02:50:00Z,1.0875,4.6,4.22,33.5,30.71,0.5,33,30.25
2022-04-15_2022-04-17,EURUSD.DWX,IS,2022-04-15T20:50:00Z,2022-04-17T21:05:00Z,1.08086,1.08046,-0.0004,-4,-1,LONG,0.00881,0.0454,1.09332,1.07574,0.01758,0.2912,LOWER_THIRD,0,0,1,1,2022-04-17T22:00:00Z,55,FILL,2022-04-17T22:00:00Z,1.08086,1,0.93,4,3.7,0.5,3.5,3.24
2022-04-22_2022-04-24,EURUSD.DWX,IS,2022-04-22T20:50:00Z,2022-04-24T21:05:00Z,1.0801,1.0806,0.0005,5,1,SHORT,0.00779,0.0641,1.09363,1.07611,0.01752,0.2277,LOWER_THIRD,1,0,1,1,2022-04-24T21:10:00Z,5,FILL,2022-04-24T21:10:00Z,1.0801,1.8,1.67,5,4.63,0.5,4.5,4.16
2022-04-29_2022-05-01,EURUSD.DWX,IS,2022-04-29T20:50:00Z,2022-05-01T21:05:00Z,1.05461,1.05455,-6e-05,-0.6,-1,LONG,0.00933,0.0064,1.08149,1.0471,0.03439,0.2184,LOWER_THIRD,0,0,0,1,2022-05-01T21:05:00Z,0,STOP,2022-05-01T21:05:00Z,1.05449,1.8,1.71,-0.6,-0.57,0.5,-1.1,-1.04
2022-05-06_2022-05-08,EURUSD.DWX,IS,2022-05-06T20:50:00Z,2022-05-08T21:05:00Z,1.05436,1.0541,-0.00026,-2.6,-1,LONG,0.01029,0.0253,1.06418,1.04827,0.01591,0.3828,MIDDLE_THIRD,0,0,0,1,2022-05-09T10:15:00Z,790,STOP,2022-05-08T22:00:00Z,1.05384,3.1,2.94,-2.6,-2.47,0.5,-3.1,-2.94
2022-05-13_2022-05-15,EURUSD.DWX,IS,2022-05-13T20:55:00Z,2022-05-15T21:05:00Z,1.04078,1.03983,-0.00095,-9.5,-1,LONG,0.0105,0.0905,1.05923,1.03493,0.0243,0.2407,LOWER_THIRD,0,0,1,1,2022-05-15T22:15:00Z,70,FILL,2022-05-15T22:15:00Z,1.04078,4.2,4.04,9.5,9.14,0.5,9,8.66
2022-05-20_2022-05-22,EURUSD.DWX,IS,2022-05-20T20:55:00Z,2022-05-22T21:05:00Z,1.05577,1.05622,0.00045,4.5,1,SHORT,0.01037,0.0434,1.06071,1.03889,0.02182,0.7736,UPPER_THIRD,0,0,1,1,2022-05-22T21:55:00Z,50,FILL,2022-05-22T21:55:00Z,1.05577,1.1,1.04,4.5,4.26,0.5,4,3.79
2022-05-27_2022-05-29,EURUSD.DWX,IS,2022-05-27T20:50:00Z,2022-05-29T21:05:00Z,1.0731,1.07341,0.00031,3.1,1,SHORT,0.00959,0.0323,1.0765,1.05553,0.02097,0.8379,UPPER_THIRD,0,0,1,1,2022-05-29T21:10:00Z,5,FILL,2022-05-29T21:10:00Z,1.0731,0.4,0.37,3.1,2.89,0.5,2.6,2.42
2022-06-03_2022-06-05,EURUSD.DWX,IS,2022-06-03T20:55:00Z,2022-06-05T21:05:00Z,1.07164,1.07171,7e-05,0.7,1,SHORT,0.00962,0.0073,1.07868,1.0627,0.01598,0.5594,MIDDLE_THIRD,0,0,0,1,2022-06-05T21:45:00Z,40,STOP,2022-06-05T21:05:00Z,1.07178,1.4,1.31,-0.7,-0.65,0.5,-1.2,-1.12
2022-06-10_2022-06-12,EURUSD.DWX,IS,2022-06-10T20:50:00Z,2022-06-12T21:05:00Z,1.05207,1.05149,-0.00058,-5.8,-1,LONG,0.00905,0.0641,1.07737,1.05059,0.02678,0.0553,LOWER_THIRD,0,0,0,1,2022-06-16T15:50:00Z,5445,STOP,2022-06-12T22:00:00Z,1.05091,9.5,9.03,-5.8,-5.52,0.5,-6.3,-5.99
2022-06-17_2022-06-19,EURUSD.DWX,IS,2022-06-17T20:50:00Z,2022-06-19T21:05:00Z,1.04964,1.04842,-0.00122,-12.2,-1,LONG,0.01127,0.1083,1.06011,1.0359,0.02421,0.5675,MIDDLE_THIRD,0,0,1,1,2022-06-20T00:50:00Z,225,FILL,2022-06-20T00:50:00Z,1.04964,9.8,9.35,12.2,11.64,0.5,11.7,11.16
2022-06-24_2022-06-26,EURUSD.DWX,IS,2022-06-24T20:50:00Z,2022-06-26T21:05:00Z,1.05536,1.05491,-0.00045,-4.5,-1,LONG,0.01124,0.04,1.06055,1.04691,0.01364,0.6195,MIDDLE_THIRD,0,0,1,1,2022-06-26T21:35:00Z,30,FILL,2022-06-26T21:35:00Z,1.05536,0.5,0.47,4.5,4.27,0.5,4,3.79
2022-07-01_2022-07-03,EURUSD.DWX,IS,2022-07-01T20:50:00Z,2022-07-03T21:05:00Z,1.04267,1.04193,-0.00074,-7.4,-1,LONG,0.01078,0.0687,1.06149,1.03659,0.0249,0.2442,LOWER_THIRD,0,0,1,1,2022-07-03T22:05:00Z,60,FILL,2022-07-03T22:05:00Z,1.04267,1.5,1.44,7.4,7.1,0.5,6.9,6.62
2022-07-08_2022-07-10,EURUSD.DWX,IS,2022-07-08T20:50:00Z,2022-07-10T21:05:00Z,1.01832,1.01741,-0.00091,-9.1,-1,LONG,0.01026,0.0887,1.04626,1.00717,0.03909,0.2852,LOWER_THIRD,0,0,1,1,2022-07-10T22:15:00Z,70,FILL,2022-07-10T22:15:00Z,1.01832,3.1,3.05,9.1,8.94,0.5,8.6,8.45
2022-07-15_2022-07-17,EURUSD.DWX,IS,2022-07-15T20:50:00Z,2022-07-17T21:05:00Z,1.00855,1.00838,-0.00017,-1.7,-1,LONG,0.01104,0.0154,1.01833,0.99521,0.02312,0.577,MIDDLE_THIRD,0,0,0,1,2022-07-17T22:00:00Z,55,STOP,2022-07-17T21:40:00Z,1.00821,2.4,2.38,-1.7,-1.69,0.5,-2.2,-2.18
2022-07-22_2022-07-24,EURUSD.DWX,IS,2022-07-22T20:50:00Z,2022-07-24T21:05:00Z,1.0211,1.02125,0.00015,1.5,1,SHORT,0.01223,0.0123,1.0278,1.00784,0.01996,0.6643,MIDDLE_THIRD,0,0,1,1,2022-07-24T21:05:00Z,0,FILL,2022-07-24T21:05:00Z,1.0211,0,0,1.5,1.47,0.5,1,0.98
2022-07-29_2022-07-31,EURUSD.DWX,IS,2022-07-29T20:50:00Z,2022-07-31T21:05:00Z,1.02262,1.02119,-0.00143,-14.3,-1,LONG,0.01151,0.1243,1.0258,1.00965,0.01615,0.8031,UPPER_THIRD,1,0,1,1,2022-08-01T01:05:00Z,240,FILL,2022-08-01T01:05:00Z,1.02262,6.7,6.56,14.3,14,0.5,13.8,13.51
2022-08-05_2022-08-07,EURUSD.DWX,IS,2022-08-05T20:50:00Z,2022-08-07T21:05:00Z,1.01781,1.01733,-0.00048,-4.8,-1,LONG,0.01136,0.0423,1.02936,1.01224,0.01712,0.3254,LOWER_THIRD,0,0,1,1,2022-08-07T21:45:00Z,40,FILL,2022-08-07T21:45:00Z,1.01781,0.7,0.69,4.8,4.72,0.5,4.3,4.23
