terminal,symbol,month,present,disk_size,manifest_size,disk_sha256,manifest_sha256,classification,note
T5,USDCHF.DWX,202510,True,1255909,1255909,92dc4b86cfd09b19d702b8b1084f29d4ab7bdaf384ee3846447d9b1a383d3f94,92dc4b86cfd09b19d702b8b1084f29d4ab7bdaf384ee3846447d9b1a383d3f94,INTACT,size+sha256 match signed manifest
T5,USDCHF.DWX,202511,True,4648974,4648974,0fb17e32f48c39834c1a4eea42ccb7d29b8058e0b4f5e66cb96ecac5852a39d0,0fb17e32f48c39834c1a4eea42ccb7d29b8058e0b4f5e66cb96ecac5852a39d0,INTACT,size+sha256 match signed manifest
T5,USDJPY.DWX,202510,True,2391444,2391444,8a73138d3e68e03b6bfe102d41514442a01186e753f798c25de86e0d10dfbd4a,8a73138d3e68e03b6bfe102d41514442a01186e753f798c25de86e0d10dfbd4a,INTACT,size+sha256 match signed manifest
T5,USDJPY.DWX,202511,True,8484332,8484332,fc92559b6733371d824ab5a68420e5c09cc186463be01990bae1493c31acc776,fc92559b6733371d824ab5a68420e5c09cc186463be01990bae1493c31acc776,INTACT,size+sha256 match signed manifest
T5,WS30.DWX,202510,True,5891936,5891936,4ff2ba97c62b9ffbee3f730604c9bc96cd717998ff352080b0ee3b2b22e61435,4ff2ba97c62b9ffbee3f730604c9bc96cd717998ff352080b0ee3b2b22e61435,INTACT,size+sha256 match signed manifest
T5,WS30.DWX,202511,True,5968434,5968434,0b2688d8a9c54768f6f7d4d837e9ec406878a913353aa8812a2ddaf83ee238e4,0b2688d8a9c54768f6f7d4d837e9ec406878a913353aa8812a2ddaf83ee238e4,INTACT,size+sha256 match signed manifest
T5,XAGUSD.DWX,202510,True,14550261,14550261,45041f21df577ca6f99ac296bb84ccb55994797b8f22a9bfcb4d6c4327046276,45041f21df577ca6f99ac296bb84ccb55994797b8f22a9bfcb4d6c4327046276,INTACT,size+sha256 match signed manifest
T5,XAGUSD.DWX,202511,True,12164448,12164448,9a19241f551eeefb8727f34330b7da7b291f5f797b4905f8753cb3d27c4f7fc5,9a19241f551eeefb8727f34330b7da7b291f5f797b4905f8753cb3d27c4f7fc5,INTACT,size+sha256 match signed manifest
T5,XAUUSD.DWX,202510,True,31927474,31927474,1f54ebc3f9732daa50e5bf5437abec8f88d3096899e8026668891bfb82fe8f22,1f54ebc3f9732daa50e5bf5437abec8f88d3096899e8026668891bfb82fe8f22,INTACT,size+sha256 match signed manifest
T5,XAUUSD.DWX,202511,True,24094856,24094856,695e05a573f0af2fad8fd06f9e45564158d57fa53a7a6f3a051ddeaf035716ef,695e05a573f0af2fad8fd06f9e45564158d57fa53a7a6f3a051ddeaf035716ef,INTACT,size+sha256 match signed manifest
T5,XBRUSD.DWX,202510,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T5,XBRUSD.DWX,202511,False,,,,,UNVERIFIABLE,manifest has no entry for this symbol/month
T5,XNGUSD.DWX,202510,True,741484,741484,b2baec781dfd3b8b6ea41974004ebaadf299fb1cc6d2cf6742d3c4ee7d71a7bb,b2baec781dfd3b8b6ea41974004ebaadf299fb1cc6d2cf6742d3c4ee7d71a7bb,INTACT,size+sha256 match signed manifest
T5,XNGUSD.DWX,202511,True,805234,805234,cbd3ad10a082facb93fb25d95d45d5eab356e9664a60df3c7a5a738e9aef3444,cbd3ad10a082facb93fb25d95d45d5eab356e9664a60df3c7a5a738e9aef3444,INTACT,size+sha256 match signed manifest
T5,XTIUSD.DWX,202510,True,2753608,2753608,cdbdcb0ee251d64c722321d895c05c5a1b8a6a62a389d55f3db3aca4b77be885,cdbdcb0ee251d64c722321d895c05c5a1b8a6a62a389d55f3db3aca4b77be885,INTACT,size+sha256 match signed manifest
T5,XTIUSD.DWX,202511,True,2187171,2187171,6b1cf12ab60f905fa97fa06c1ad3cda4d646fe0d02ad91dc6311ff0abb438dd9,6b1cf12ab60f905fa97fa06c1ad3cda4d646fe0d02ad91dc6311ff0abb438dd9,INTACT,size+sha256 match signed manifest
