event_id,event_time_utc,event_names,symbol,pre_high,pre_low,pre_range_pts,post_high,post_low,post_range_pts,expansion_ratio,breakout_dir,entry_price,mfe_15m_pts,mae_15m_pts,mfe_30m_pts,mae_30m_pts,mfe_60m_pts,mae_60m_pts,gross_pnl_pts,net_pnl_pts,era
E2_00599,2018-11-15T13:30:00Z,Retail Sales m/m;Initial Jobless Claims,SP500.DWX,2708.4,2695.4,13,2701.1,2681.9,19.2,1.4769,0,,1.5,3.2,1.5,7,1.5,17.7,0,0,IS
E2_00600,2018-11-21T13:30:00Z,Initial Jobless Claims,SP500.DWX,2667.2,2656,11.2,2663.5,2657.7,5.8,0.5179,0,,0.3,3.5,0.3,4.5,0.3,5.5,0,0,IS
E2_00601,2018-11-29T13:30:00Z,Initial Jobless Claims,SP500.DWX,2736.9,2732.1,4.8,2738.1,2734.1,4,0.8333,1,2736.9,2.2,0,2.7,0.3,2.7,1.3,0,-1,IS
E2_00602,2018-12-06T13:30:00Z,Initial Jobless Claims,SP500.DWX,2668.5,2658.3,10.2,2668.8,2656.3,12.5,1.2255,1,2668.5,0.8,3,0.8,6.7,0.8,11.7,-11,-12,IS
E2_00603,2018-12-07T13:30:00Z,Nonfarm Payrolls,SP500.DWX,2686.7,2675.1,11.6,2698.3,2685.6,12.7,1.0948,1,2686.7,12.7,0,12.7,0,12.7,0,5.2,4.2,IS
E2_00604,2018-12-12T13:30:00Z,CPI m/m,SP500.DWX,2669.5,2664.2,5.3,2678,2663.7,14.3,2.6981,-1,2664.2,2,2,12.3,2,12.3,2,-8.8,-9.8,IS
E2_00605,2018-12-13T13:30:00Z,Initial Jobless Claims,SP500.DWX,2661.6,2653.7,7.9,2663.1,2655.9,7.2,0.9114,0,,0.7,2.7,0.7,4.8,2.4,4.8,0,0,IS
E2_00606,2018-12-14T13:30:00Z,Retail Sales m/m,SP500.DWX,2626.2,2621.4,4.8,2628.2,2622.1,6.1,1.2708,0,,3.8,0,6.1,0,6.1,0,0,0,IS
E2_00607,2018-12-19T19:00:00Z,Fed Interest Rate Decision,SP500.DWX,2584,2561.9,22.1,2585.2,2509.1,76.1,3.4434,0,2572.95,2.5,49.9,2.5,49.9,2.5,73.6,-11.05,-12.05,IS
E2_00608,2018-12-20T13:30:00Z,Initial Jobless Claims,SP500.DWX,2512,2502.7,9.3,2507,2491.2,15.8,1.6989,-1,2502.7,0.6,4.2,0.6,11,0.6,15.2,10.9,9.9,IS
E2_00609,2018-12-27T13:30:00Z,Initial Jobless Claims,SP500.DWX,2441,2425.8,15.2,2437.6,2427.8,9.8,0.6447,0,,2.1,3.5,2.1,5,2.1,7.7,0,0,IS
E2_00610,2019-01-03T13:30:00Z,Initial Jobless Claims,SP500.DWX,2488.2,2474.8,13.4,2491.2,2481.3,9.9,0.7388,0,,1.4,1.5,6.3,1.5,8.4,1.5,0,0,IS
E2_00611,2019-01-04T13:30:00Z,Nonfarm Payrolls,SP500.DWX,2480.9,2475.1,5.8,2485.7,2469.8,15.9,2.7414,0,2478,4,7.8,5.5,7.8,8.1,7.8,-2.9,-3.9,IS
E2_00612,2019-01-10T13:30:00Z,Initial Jobless Claims,SP500.DWX,2573.6,2566.1,7.5,2574.1,2567.9,6.2,0.8267,1,2573.6,1.7,3.8,1.7,4.5,1.7,4.5,-4.2,-5.2,IS
E2_00613,2019-01-11T13:30:00Z,CPI m/m,SP500.DWX,2590.7,2584.2,6.5,2588.6,2582.4,6.2,0.9538,-1,2584.2,2.4,3.3,2.4,3.3,2.4,3.8,0.5,-0.5,IS
E2_00614,2019-01-17T13:30:00Z,Initial Jobless Claims,SP500.DWX,2604.7,2601.6,3.1,2608.7,2603.9,4.8,1.5484,1,2604.7,4.8,0,4.8,0,4.8,0,1,0,IS
E2_00615,2019-01-24T13:30:00Z,Initial Jobless Claims,SP500.DWX,2645.2,2641.8,3.4,2645.7,2634.2,11.5,3.3824,0,2643.5,1.5,9.3,1.5,10,1.5,10,-1.7,-2.7,IS
E2_00616,2019-01-30T19:00:00Z,Fed Interest Rate Decision,SP500.DWX,2665,2658.8,6.2,2691.3,2660.2,31.1,5.0161,1,2665,19.9,0.4,25.2,0.4,30.7,0.4,26,25,IS
E2_00617,2019-01-31T13:30:00Z,Initial Jobless Claims,SP500.DWX,2687.8,2682.5,5.3,2684.2,2677,7.2,1.3585,-1,2682.5,1.5,0.7,1.5,2.4,1.5,5.7,2.3,1.3,IS
E2_00618,2019-02-01T13:30:00Z,Nonfarm Payrolls,SP500.DWX,2703.2,2697.4,5.8,2710.2,2699.1,11.1,1.9138,1,2703.2,11.1,0,11.1,0,11.1,0,2.8,1.8,IS
E2_00619,2019-02-07T13:30:00Z,Initial Jobless Claims,SP500.DWX,2715.9,2710.3,5.6,2716.9,2713.3,3.6,0.6429,0,,1.3,0.5,2.3,0.5,3.1,0.5,0,0,IS
E2_00620,2019-02-13T13:30:00Z,CPI m/m,SP500.DWX,2754.2,2751.9,2.3,2755.9,2749.4,6.5,2.8261,-1,2751.9,1.3,2.2,4,2.2,4.3,2.2,-2.3,-3.3,IS
E2_00621,2019-02-14T13:30:00Z,Initial Jobless Claims;Retail Sales m/m,SP500.DWX,2760.7,2758.7,2,2759.4,2736.9,22.5,11.25,-1,2758.7,0,11.4,0,17.7,0,22.5,19,18,IS
E2_00622,2019-02-21T13:30:00Z,Initial Jobless Claims,SP500.DWX,2784.9,2780.5,4.4,2783.9,2777.8,6.1,1.3864,-1,2780.5,0.4,4.1,0.9,4.1,0.9,5.2,1.9,0.9,IS
E2_00623,2019-02-28T13:30:00Z,Initial Jobless Claims,SP500.DWX,2790.9,2787.2,3.7,2792.2,2788.4,3.8,1.027,1,2790.9,3.8,0,3.8,0,3.8,0,-2,-3,IS
E2_00624,2019-03-07T13:30:00Z,Initial Jobless Claims,SP500.DWX,2775.6,2766.6,9,2776.3,2766,10.3,1.1444,1,2775.6,1.6,1.7,1.6,6.4,1.6,8.7,-9.1,-10.1,IS
E2_00625,2019-03-08T13:30:00Z,Nonfarm Payrolls,SP500.DWX,2738.8,2735.5,3.3,2737.2,2723.1,14.1,4.2727,-1,2735.5,0.2,10.5,0.2,10.5,0.2,13.9,8,7,IS
E2_00626,2019-03-11T12:30:00Z,Retail Sales m/m,SP500.DWX,2754.2,2750.4,3.8,2756.3,2751.2,5.1,1.3421,1,2754.2,4.3,0,5.1,0,5.1,0,-2.7,-3.7,IS
E2_00627,2019-03-12T12:30:00Z,CPI m/m,SP500.DWX,2786.3,2782.2,4.1,2792,2785.2,6.8,1.6585,1,2786.3,6.3,0,6.8,0,6.8,0,3.2,2.2,IS
E2_00628,2019-03-14T12:30:00Z,Initial Jobless Claims,SP500.DWX,2815.7,2810.7,5,2817.2,2810.5,6.7,1.34,1,2815.7,1.7,0.5,1.7,0.6,1.7,5,-4.2,-5.2,IS
E2_00629,2019-03-20T18:00:00Z,Fed Interest Rate Decision,SP500.DWX,2822.6,2818.5,4.1,2845.3,2822.6,22.7,5.5366,1,2822.6,16.5,0,19,0,22.7,0,19.4,18.4,IS
E2_00630,2019-03-21T12:30:00Z,Initial Jobless Claims,SP500.DWX,2815.3,2811.2,4.1,2817,2810,7,1.7073,-1,2811.2,2.5,1.5,3.2,1.5,5.5,1.5,-5,-6,IS
E2_00631,2019-03-28T12:30:00Z,Initial Jobless Claims,SP500.DWX,2810.3,2802.5,7.8,2813.7,2803,10.7,1.3718,0,,0.9,3.7,1.5,3.7,7,3.7,0,0,IS
E2_00632,2019-04-01T12:30:00Z,Retail Sales m/m,SP500.DWX,2856.8,2853.5,3.3,2856.7,2851.2,5.5,1.6667,-1,2853.5,0.8,4,1.3,4,1.5,4,-3,-4,IS
E2_00633,2019-04-04T12:30:00Z,Initial Jobless Claims,SP500.DWX,2876.7,2874.1,2.6,2877.9,2875.7,2.2,0.8462,1,2876.7,2,0,2,0,2.2,0,-0.6,-1.6,IS
E2_00634,2019-04-05T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2884.3,2882.2,2.1,2890.2,2884.4,5.8,2.7619,1,2884.3,5.5,0.3,5.5,0.3,5.5,0.3,3.2,2.2,IS
E2_00635,2019-04-10T12:30:00Z,CPI m/m,SP500.DWX,2887.1,2882.7,4.4,2887.7,2881,6.7,1.5227,0,2884.9,0.6,6.1,0.6,6.1,0.6,6.1,-2.2,-3.2,IS
E2_00636,2019-04-11T12:30:00Z,Initial Jobless Claims,SP500.DWX,2895.8,2892.9,2.9,2895.7,2892.9,2.8,0.9655,-1,2892.9,1.5,1.3,1.5,1.3,1.5,1.3,-2.3,-3.3,IS
E2_00637,2019-04-18T12:30:00Z,Retail Sales m/m;Initial Jobless Claims,SP500.DWX,2902.1,2896.2,5.9,2909.3,2901.7,7.6,1.2881,1,2902.1,2.3,2,2.3,2,5.6,2,5.5,4.5,IS
E2_00638,2019-04-25T12:30:00Z,Initial Jobless Claims,SP500.DWX,2932.6,2929.1,3.5,2932.9,2926.6,6.3,1.8,1,2932.6,0.3,2,0.3,2.5,0.3,6,-5.7,-6.7,IS
E2_00639,2019-05-01T18:00:00Z,Fed Interest Rate Decision,SP500.DWX,2950.1,2944.4,5.7,2955.2,2938.5,16.7,2.9298,1,2950.1,6.3,2.3,6.3,2.3,6.3,10.4,-6.4,-7.4,IS
E2_00640,2019-05-02T12:30:00Z,Initial Jobless Claims,SP500.DWX,2927.5,2922.3,5.2,2925.8,2920.3,5.5,1.0577,-1,2922.3,1.8,2.2,1.8,3.7,1.8,3.7,0.5,-0.5,IS
E2_00641,2019-05-03T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2927.6,2924.4,3.2,2932.6,2922.1,10.5,3.2813,0,2926,4.2,4,6.5,4,6.5,4,-1.6,-2.6,IS
E2_00642,2019-05-09T12:30:00Z,Initial Jobless Claims,SP500.DWX,2868.1,2861.9,6.2,2864.4,2850.7,13.7,2.2097,-1,2861.9,0.8,4.2,0.8,7.5,0.8,12.9,7.4,6.4,IS
E2_00643,2019-05-10T12:30:00Z,CPI m/m,SP500.DWX,2859.4,2849.8,9.6,2859.4,2847,12.4,1.2917,-1,2849.8,1.2,6.3,1.2,6.3,6.1,6.3,-8,-9,IS
E2_00644,2019-05-15T12:30:00Z,Retail Sales m/m,SP500.DWX,2831.3,2823.8,7.5,2825.3,2813.7,11.6,1.5467,-1,2823.8,0.5,8.5,0.5,8.5,0.5,11.1,6.8,5.8,IS
E2_00645,2019-05-16T12:30:00Z,Initial Jobless Claims,SP500.DWX,2864.6,2859.3,5.3,2864.5,2857,7.5,1.4151,0,,3.6,0,3.6,1.1,3.6,3.9,0,0,IS
E2_00646,2019-05-23T12:30:00Z,Initial Jobless Claims,SP500.DWX,2834.9,2828.9,6,2835.9,2827.9,8,1.3333,1,2834.9,5.7,0.8,5.7,0.8,5.7,2.3,-3.9,-4.9,IS
E2_00647,2019-05-30T12:30:00Z,Initial Jobless Claims,SP500.DWX,2789.9,2784.7,5.2,2790.9,2786.1,4.8,0.9231,1,2789.9,1.8,1,1.8,1.2,1.8,3,-0.7,-1.7,IS
E2_00648,2019-06-06T12:30:00Z,Initial Jobless Claims,SP500.DWX,2836.3,2832,4.3,2835.8,2826.5,9.3,2.1628,-1,2832,1.5,4.3,1.5,7.8,1.5,7.8,2.7,1.7,IS
E2_00649,2019-06-07T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2854.3,2851.5,2.8,2860.1,2845.6,14.5,5.1786,-1,2851.5,0.5,7.4,7.1,7.4,7.1,7.4,-4.6,-5.6,IS
E2_00650,2019-06-12T12:30:00Z,CPI m/m,SP500.DWX,2880.7,2877.7,3,2884,2879.7,4.3,1.4333,1,2880.7,3.4,0.2,3.4,0.2,4.1,0.2,2.8,1.8,IS
E2_00651,2019-06-13T12:30:00Z,Initial Jobless Claims,SP500.DWX,2891.1,2886.5,4.6,2891.1,2886.5,4.6,1,-1,2886.5,1.1,1.1,3.5,1.1,3.5,1.1,-3.2,-4.2,IS
E2_00652,2019-06-14T12:30:00Z,Retail Sales m/m,SP500.DWX,2887.6,2883.6,4,2890.3,2885.3,5,1.25,1,2887.6,2.3,1,2.3,1,4,1,0.2,-0.8,IS
E2_00653,2019-06-19T18:00:00Z,Fed Interest Rate Decision,SP500.DWX,2919.2,2914.7,4.5,2931,2910.7,20.3,4.5111,0,2916.95,12.8,7.5,12.8,7.5,12.8,7.5,-2.25,-3.25,IS
E2_00654,2019-06-20T12:30:00Z,Initial Jobless Claims,SP500.DWX,2957.8,2954,3.8,2960,2955.6,4.4,1.1579,1,2957.8,2.6,0.6,2.6,0.6,2.6,1.8,-2.2,-3.2,IS
E2_00655,2019-06-27T12:30:00Z,Initial Jobless Claims,SP500.DWX,2921.8,2915.6,6.2,2923.9,2919.1,4.8,0.7742,1,2921.8,0.8,2.3,1.5,2.3,2.5,2.3,0.9,-0.1,IS
E2_00656,2019-07-03T12:30:00Z,Initial Jobless Claims,SP500.DWX,2983.5,2980.9,2.6,2983,2979.6,3.4,1.3077,-1,2980.9,0.2,2.1,0.2,2.1,0.2,3.2,1,0,IS
E2_00657,2019-07-05T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2992,2989.2,2.8,2994.1,2979.7,14.4,5.1429,0,2990.6,4,9.4,4,9.4,4,10.4,-1.4,-2.4,IS
E2_00658,2019-07-11T12:30:00Z,CPI m/m;Initial Jobless Claims,SP500.DWX,3002.5,2999.7,2.8,3002.2,2995.8,6.4,2.2857,-1,2999.7,0.4,6,0.4,6,0.4,6,-0.5,-1.5,IS
E2_00659,2019-07-16T12:30:00Z,Retail Sales m/m,SP500.DWX,3019.1,3016.1,3,3017.8,3013.6,4.2,1.4,-1,3016.1,1.2,1.2,1.2,1.7,1.2,3,2,1,IS
E2_00660,2019-07-18T12:30:00Z,Initial Jobless Claims,SP500.DWX,2982.5,2980.1,2.4,2984.7,2978,6.7,2.7917,1,2982.5,2.5,0.5,2.5,1.2,2.5,4.2,-3.7,-4.7,IS
E2_00661,2019-07-25T12:30:00Z,Initial Jobless Claims,SP500.DWX,3026.5,3018.5,8,3026.4,3013.5,12.9,1.6125,0,,1.6,0.9,1.6,3.8,1.6,11.3,0,0,IS
E2_00662,2019-07-31T18:00:00Z,Fed Interest Rate Decision,SP500.DWX,3016.9,3012,4.9,3015,2957.7,57.3,11.6939,-1,3012,0.2,10.8,0.2,10.8,0.2,57.1,30.1,29.1,IS
E2_00663,2019-08-01T12:30:00Z,Initial Jobless Claims,SP500.DWX,2987.9,2980.2,7.7,2983.4,2977.6,5.8,0.7532,0,,2.5,0.2,2.8,0.2,2.8,3,0,0,IS
E2_00664,2019-08-02T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2943.8,2939.8,4,2960.5,2932.8,27.7,6.925,0,2941.8,1,10,1.2,10,17.7,10,-2,-3,IS
E2_00665,2019-08-08T12:30:00Z,Initial Jobless Claims,SP500.DWX,2891.8,2883.8,8,2900.5,2887,13.5,1.6875,1,2891.8,4.7,1.3,5.2,1.3,12.2,1.3,7,6,IS
E2_00666,2019-08-13T12:30:00Z,CPI m/m,SP500.DWX,2876.4,2871.7,4.7,2879.9,2867.7,12.2,2.5957,-1,2871.7,0.3,7.8,0.3,7.8,4.4,7.8,-8,-9,IS
E2_00667,2019-08-15T12:30:00Z,Retail Sales m/m;Initial Jobless Claims,SP500.DWX,2870.7,2841.9,28.8,2860.6,2844.9,15.7,0.5451,0,,7.6,1.7,11.3,1.7,11.3,4.4,0,0,IS
E2_00668,2019-08-22T12:30:00Z,Initial Jobless Claims,SP500.DWX,2933.8,2927.8,6,2936.8,2930.8,6,1,0,,0.2,1.8,4,1.8,4,2,0,0,IS
E2_00669,2019-08-29T12:30:00Z,Initial Jobless Claims,SP500.DWX,2919.3,2913.5,5.8,2918.8,2913.1,5.7,0.9828,0,,0.3,2.2,0.3,3.4,0.3,5.4,0,0,IS
E2_00670,2019-09-05T12:30:00Z,Initial Jobless Claims,SP500.DWX,2965.6,2960.5,5.1,2967.5,2963.3,4.2,0.8235,0,,1.3,0.7,3.3,0.7,3.3,0.9,0,0,IS
E2_00671,2019-09-06T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2986.1,2980.5,5.6,2987.5,2976.7,10.8,1.9286,0,2983.3,3.9,6.9,3.9,6.9,3.9,6.9,-2.8,-3.8,IS
E2_00672,2019-09-12T12:30:00Z,CPI m/m;Initial Jobless Claims,SP500.DWX,3012.1,3002.1,10,3010.6,3006.1,4.5,0.45,0,,2.8,1.2,3.3,1.2,3.3,1.2,0,0,IS
E2_00673,2019-09-13T12:30:00Z,Retail Sales m/m,SP500.DWX,3020.5,3017.8,2.7,3020,3013.2,6.8,2.5185,-1,3017.8,1.7,2.3,1.7,3,1.7,5.1,4.4,3.4,IS
E2_00674,2019-09-18T18:00:00Z,Fed Interest Rate Decision,SP500.DWX,2998.5,2992.3,6.2,3002.4,2978.3,24.1,3.8871,0,2995.4,4.4,15.2,4.4,16.7,4.4,19.7,-3.1,-4.1,IS
E2_00675,2019-09-19T12:30:00Z,Initial Jobless Claims,SP500.DWX,3005.9,3001.6,4.3,3013.1,3004.9,8.2,1.907,1,3005.9,1.8,0.7,6.8,0.7,7.5,0.7,5.2,4.2,IS
E2_00676,2019-09-26T12:30:00Z,Initial Jobless Claims,SP500.DWX,2992.3,2990.5,1.8,2991.3,2983.3,8,4.4444,-1,2990.5,0.3,6,0.3,6,0.3,7.7,5.2,4.2,IS
E2_00677,2019-10-03T12:30:00Z,Initial Jobless Claims,SP500.DWX,2886.8,2877,9.8,2885.8,2881.1,4.7,0.4796,0,,2.3,1.4,2.3,1.4,3.3,1.4,0,0,IS
E2_00678,2019-10-04T12:30:00Z,Nonfarm Payrolls,SP500.DWX,2902.7,2898.6,4.1,2920.2,2899.2,21,5.122,1,2902.7,19.8,0.2,20.8,0.2,20.8,0.2,14.7,13.7,IS
E2_00679,2019-10-10T12:30:00Z,CPI m/m;Initial Jobless Claims,SP500.DWX,2914.7,2908.9,5.8,2920.1,2912.9,7.2,1.2414,1,2914.7,4,0,4.2,0,7.2,0,2.4,1.4,IS
E2_00680,2019-10-16T12:30:00Z,Retail Sales m/m,SP500.DWX,2997.3,2990.5,6.8,2994.5,2989.2,5.3,0.7794,-1,2990.5,0.3,5,0.3,5,0.3,5,0.5,-0.5,IS
E2_00681,2019-10-17T12:30:00Z,Initial Jobless Claims,SP500.DWX,3004,2997,7,3003.5,2998.7,4.8,0.6857,0,,3.2,0.1,4.2,0.1,4.7,0.1,0,0,IS
E2_00682,2019-10-24T12:30:00Z,Initial Jobless Claims,SP500.DWX,3013.1,3010.4,2.7,3013.9,3009.9,4,1.4815,-1,3010.4,0.8,1.7,1.3,1.7,2.3,1.7,-3.3,-4.3,IS
E2_00683,2019-10-30T18:00:00Z,Fed Interest Rate Decision,SP500.DWX,3034.5,3027.6,6.9,3042,3025.3,16.7,2.4203,-1,3027.6,5.4,3.3,9.2,3.3,13.4,3.3,-13.2,-14.2,IS
E2_00684,2019-10-31T12:30:00Z,Initial Jobless Claims,SP500.DWX,3042.6,3036.1,6.5,3046.6,3040.6,6,0.9231,1,3042.6,3.3,0.4,3.6,0.4,5.6,0.4,2,1,IS
E2_00685,2019-11-01T12:30:00Z,Nonfarm Payrolls,SP500.DWX,3043.2,3038.5,4.7,3052.7,3039.2,13.5,2.8723,1,3043.2,10.8,0,10.8,0,13.5,0,9.2,8.2,IS
E2_00686,2019-11-07T13:30:00Z,Initial Jobless Claims,SP500.DWX,3087.7,3084.7,3,3088.1,3083.5,4.6,1.5333,1,3087.7,1,0.5,1,3.5,1.1,3.5,-0.1,-1.1,IS
E2_00687,2019-11-13T13:30:00Z,CPI m/m,SP500.DWX,3083.6,3080.1,3.5,3084.5,3081,3.5,1,1,3083.6,1.7,0.8,1.7,0.8,1.7,1.8,-2.3,-3.3,IS
E2_00688,2019-11-14T13:30:00Z,Initial Jobless Claims,SP500.DWX,3091.6,3089.4,2.2,3091.2,3087.6,3.6,1.6364,-1,3089.4,1.5,2.1,1.5,2.1,1.5,2.1,0.5,-0.5,IS
E2_00689,2019-11-15T13:30:00Z,Retail Sales m/m,SP500.DWX,3106.6,3103.6,3,3110.8,3103.8,7,2.3333,0,,2.2,0.3,3.5,0.3,6.7,0.3,0,0,IS
E2_00690,2019-11-21T13:30:00Z,Initial Jobless Claims,SP500.DWX,3114.2,3105.5,8.7,3112.9,3107.4,5.5,0.6322,0,,0.8,2,0.8,3.5,0.8,4.7,0,0,IS
E2_00691,2019-11-27T13:30:00Z,Initial Jobless Claims,SP500.DWX,3147.7,3146,1.7,3149.3,3144.6,4.7,2.7647,1,3147.7,2.3,0,2.3,1.2,2.3,2.4,-2.4,-3.4,IS
E2_00692,2019-12-05T13:30:00Z,Initial Jobless Claims,SP500.DWX,3121.7,3117.3,4.4,3121.7,3117.5,4.2,0.9545,1,3121.7,1.2,2,1.2,2,1.2,3,-1.9,-2.9,IS
E2_00693,2019-12-06T13:30:00Z,Nonfarm Payrolls,SP500.DWX,3123.8,3122.5,1.3,3139.3,3120.3,19,14.6154,0,3123.15,13.2,3.2,15.2,3.2,15.8,3.2,-0.65,-1.65,IS
E2_00694,2019-12-11T13:30:00Z,CPI m/m,SP500.DWX,3139.9,3136.2,3.7,3141.4,3137.9,3.5,0.9459,1,3139.9,1.3,1.2,2.3,1.2,2.3,1.2,-1.8,-2.8,IS
E2_00695,2019-12-11T19:00:00Z,Fed Interest Rate Decision,SP500.DWX,3136.4,3133.2,3.2,3144.4,3134.7,9.7,3.0312,1,3136.4,4,1,6.2,1,8.7,1,7.5,6.5,IS
E2_00696,2019-12-12T13:30:00Z,Initial Jobless Claims,SP500.DWX,3144.8,3138.2,6.6,3143,3137.2,5.8,0.8788,-1,3138.2,0.7,3.9,1.4,3.9,1.9,3.9,-3.1,-4.1,IS
E2_00697,2019-12-13T13:30:00Z,Retail Sales m/m,SP500.DWX,3179.9,3162.2,17.7,3178.8,3159.9,18.9,1.0678,0,,4.1,1.3,4.1,1.3,4.1,14.8,0,0,IS
E2_00698,2019-12-19T13:30:00Z,Initial Jobless Claims,SP500.DWX,3198,3193.6,4.4,3196.1,3192.4,3.7,0.8409,-1,3193.6,0.2,2.2,0.2,2.2,1.5,2.2,-2.3,-3.3,IS
E2_00699,2020-01-02T13:30:00Z,Initial Jobless Claims,SP500.DWX,3249.7,3248,1.7,3251.2,3245.4,5.8,3.4118,1,3249.7,1.7,0.2,2,0.2,2,3.8,-3.8,-4.8,IS
E2_00700,2020-01-09T13:30:00Z,Initial Jobless Claims,SP500.DWX,3270.2,3266.6,3.6,3271.4,3268.9,2.5,0.6944,1,3270.2,1.6,0,1.8,0,1.8,0.7,0.2,-0.8,IS
E2_00701,2020-01-10T13:30:00Z,Nonfarm Payrolls,SP500.DWX,3283.9,3279.4,4.5,3283.6,3277.4,6.2,1.3778,-1,3279.4,3,2.5,3,3.2,3,3.2,-2.5,-3.5,IS
E2_00702,2020-01-14T13:30:00Z,CPI m/m,SP500.DWX,3289.3,3285.8,3.5,3289.8,3283.5,6.3,1.8,-1,3285.8,2.1,2.2,3.1,2.2,3.1,3.2,1.8,0.8,IS
E2_00703,2020-01-16T13:30:00Z,Retail Sales m/m;Initial Jobless Claims,SP500.DWX,3305.6,3303.4,2.2,3306.6,3303.9,2.7,1.2273,1,3305.6,2,0.2,2,0.2,2.5,0.2,0.5,-0.5,IS
E2_00704,2020-01-23T13:30:00Z,Initial Jobless Claims,SP500.DWX,3319.5,3314.8,4.7,3319.3,3312.3,7,1.4894,0,,3.1,0.2,3.1,1.5,3.1,3.9,0,0,IS
